보험회사,상품명,구분,담보명(급부명),지급사유,지급금액,가입금액,기준보험료,가입보험료,적용이율,갱신구분,판매채널,기준일자,상세안내,연락처,source_file,원본_열_0,원본_열_1,원본_열_2,원본_열_3,원본_열_4,원본_열_5,원본_열_6,원본_열_7,원본_열_8,원본_열_9,원본_열_10,원본_열_11,원본_열_12,원본_열_13,원본_열_14,원본_열_15,원본_열_16,원본_열_17,원본_열_18,원본_열_19,원본_열_20,원본_열_21
,,,"심급별자동차사고변호사선임비용(실손,운전자용,비탑승중포함)","자동차를 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인의 신체에 상해를 입힘으로써 다음 중 어느 하나에 해당되어 변호사선임비용을  부담하게 된 경우 사고 1회당 제기된 소송의 심급별로 실제로 부담한 변호사 선임에 따른 비용의 50%를 지급1. 구속영장에 의하여 구속된 경우2. 검사에 의하여 공소 제기(단, 약식기소는 제외)된 경우3. 검사에 의해 약식기소 되었으나 법원에 의해 보통의 심판절차인 공판절차에 의해 재판이 진행하게 된 경우 4. 검사에 의해 약식기소 되었으나 형사소송법 제453조에 의거하여 검사 또는 피보험자가 법원의 약식명령에 대하여 정식재판을 청구하는 경우5. 경찰 조사 후 불송치된 경우6. 검찰에 의해 약식기소 또는 불기소된 경우(단, 위 3. 및 4.에 해당하는 경우는 제외함) ※ 5. 및 6.에 해당하는 경우는 1)~4)중 어느 하나에 해당하는 경우에 한함. 1) 타인을 사망하게 한 경우2) “중대법규위반 교통사고”로 타인의 신체에 상해를 입힌 경우(단, 자동차 운전 중 발생한 자동차사고를 원인으로 한 경우에 한함.)3) “중대법규위반 교통사고”에 해당하지 않는 자동차사고로 타인의 신체에 상해를 입힘으로써 피해자에게 자동차사고 부상등급표에 정한 부상등급 1급, 2급 또는 3급에 해당하는 부상을 입힌 경우 4) “중대법규위반 교통사고”에 해당하지 않는 자동차사고로 타인의 신체에 상해를 입힘으로써 피해자에게 자동차사고 부상등급표에 정한 부상등급 1급, 2급 또는 3급 외에 해당하는 중상해를 입힌 경우(단, 자동차 운전 중 발생한 자동차사고를 원인으로 한 경우에 한하며 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해인 경우에 한함)※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 타인이 사망한 경우 이외에는 1. 내지 4.에 해당하는 경우에 한하여 보상",1사고당 제기된 소송의 심급별 변호사선임비용 50% 실손보상(심급별 500만원 한도),,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"심급별자동차사고변호사선임비용(실손,운전자용,비탑승중포함)","자동차를 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인의 신체에 상해를 입힘으로써 다음 중 어느 하나에 해당되어 변호사선임비용을  부담하게 된 경우 사고 1회당 제기된 소송의 심급별로 실제로 부담한 변호사 선임에 따른 비용의 50%를 지급1. 구속영장에 의하여 구속된 경우2. 검사에 의하여 공소 제기(단, 약식기소는 제외)된 경우3. 검사에 의해 약식기소 되었으나 법원에 의해 보통의 심판절차인 공판절차에 의해 재판이 진행하게 된 경우 4. 검사에 의해 약식기소 되었으나 형사소송법 제453조에 의거하여 검사 또는 피보험자가 법원의 약식명령에 대하여 정식재판을 청구하는 경우5. 경찰 조사 후 불송치된 경우6. 검찰에 의해 약식기소 또는 불기소된 경우(단, 위 3. 및 4.에 해당하는 경우는 제외함) ※ 5. 및 6.에 해당하는 경우는 1)~4)중 어느 하나에 해당하는 경우에 한함. 1) 타인을 사망하게 한 경우2) “중대법규위반 교통사고”로 타인의 신체에 상해를 입힌 경우(단, 자동차 운전 중 발생한 자동차사고를 원인으로 한 경우에 한함.)3) “중대법규위반 교통사고”에 해당하지 않는 자동차사고로 타인의 신체에 상해를 입힘으로써 피해자에게 자동차사고 부상등급표에 정한 부상등급 1급, 2급 또는 3급에 해당하는 부상을 입힌 경우 4) “중대법규위반 교통사고”에 해당하지 않는 자동차사고로 타인의 신체에 상해를 입힘으로써 피해자에게 자동차사고 부상등급표에 정한 부상등급 1급, 2급 또는 3급 외에 해당하는 중상해를 입힌 경우(단, 자동차 운전 중 발생한 자동차사고를 원인으로 한 경우에 한하며 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해인 경우에 한함)※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 타인이 사망한 경우 이외에는 1. 내지 4.에 해당하는 경우에 한하여 보상",1사고당 제기된 소송의 심급별 변호사선임비용 50% 실손보상(심급별 500만원 한도),,,,,,,,,,,,,,,,
,,,"자동차사고대물벌금(실손,운전자용)","자동차 운전 중 자동차사고로 도로교통법 제151조(벌칙)에 따른 벌금형이 확정된 경우(음주, 무면허상태에서 운전 중 발생한 사고 제외)",1사고당 500만원을 한도로 실손보상,,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"자동차사고대물벌금(실손,운전자용)","자동차 운전 중 자동차사고로 도로교통법 제151조(벌칙)에 따른 벌금형이 확정된 경우(음주, 무면허상태에서 운전 중 발생한 사고 제외)",1사고당 500만원을 한도로 실손보상,,,,,,,,,,,,,,,,
,,,"자동차사고대인벌금Ⅱ(스쿨존사고외2천만원한도,실손,운전자용,비탑승중포함)","자동차 운전 중 및 운전 후 비탑승중 상테에서 발생한 사고로 타인의 신체에 상해를 입힘으로써 신체상해와 관련하여 받은 벌금액(확정판결에 의해 정해진 벌금액)을 1사고당 2,000만원을 한도로 실손보상. 단, 어린이 보호구역에서 어린이 치사상의 가중처벌에 따른 벌금형이 확정된 경우 벌금액을 1사고당 3,000만원을 한도로 실손보상","1사고당 2,000만원을 한도로 실손보상, 단 스쿨존사고 1사고당 3,000만원 한도",,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"자동차사고대인벌금Ⅱ(스쿨존사고외2천만원한도,실손,운전자용,비탑승중포함)","자동차 운전 중 및 운전 후 비탑승중 상테에서 발생한 사고로 타인의 신체에 상해를 입힘으로써 신체상해와 관련하여 받은 벌금액(확정판결에 의해 정해진 벌금액)을 1사고당 2,000만원을 한도로 실손보상. 단, 어린이 보호구역에서 어린이 치사상의 가중처벌에 따른 벌금형이 확정된 경우 벌금액을 1사고당 3,000만원을 한도로 실손보상","1사고당 2,000만원을 한도로 실손보상, 단 스쿨존사고 1사고당 3,000만원 한도",,,,,,,,,,,,,,,,
,,,"대인형사합의실손비Ⅲ(운전자용,비탑승중포함)",자동차 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인에게 다음 중 어느 하나에 해당하는 손해를 입힌 경우 형사합의금으로 지급한 금액 실손보상 / 사망하게 하거나 일반교통사고로 중상해를 입혀 관련법령에 따라 공소제기되거나 자배법에서 정한 부상등급 1-3급 부상을 입힌 경우 1인당 보험가입금액 한도 / 중대법규위반사고로 피해자가 42일이상 치료를 요한다는 진단을 받은 경우(운전 중 사고를 원인으로 한 경우에 한함) 진단주수별 약관에 정한 금액 한도 / 일반교통사고로 자배법에서 정한 부상등급 1-3급 외에 해당하는 부상을 입히고 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해이며 경찰조사 후 불송치되거나 검찰에 의해 불기소된 경우 1인당 약관에 정한 금액 한도※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 사망한 경우 또는 중상해로 공소제기된 경우에 한하여 보상,"1인당 지급, 실손 보상사망 : 2억원 한도42일~69일진단 :3천만원한도70일~139일진단 :1억원한도140일이상진단 :1억5천만원한도중상해 : 2억원 한도",,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"대인형사합의실손비Ⅲ(운전자용,비탑승중포함)",자동차 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인에게 다음 중 어느 하나에 해당하는 손해를 입힌 경우 형사합의금으로 지급한 금액 실손보상 / 사망하게 하거나 일반교통사고로 중상해를 입혀 관련법령에 따라 공소제기되거나 자배법에서 정한 부상등급 1-3급 부상을 입힌 경우 1인당 보험가입금액 한도 / 중대법규위반사고로 피해자가 42일이상 치료를 요한다는 진단을 받은 경우(운전 중 사고를 원인으로 한 경우에 한함) 진단주수별 약관에 정한 금액 한도 / 일반교통사고로 자배법에서 정한 부상등급 1-3급 외에 해당하는 부상을 입히고 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해이며 경찰조사 후 불송치되거나 검찰에 의해 불기소된 경우 1인당 약관에 정한 금액 한도※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 사망한 경우 또는 중상해로 공소제기된 경우에 한하여 보상,"1인당 지급, 실손 보상사망 : 2억원 한도42일~69일진단 :3천만원한도70일~139일진단 :1억원한도140일이상진단 :1억5천만원한도중상해 : 2억원 한도",,,,,,,,,,,,,,,,
,,,"심급별자동차사고변호사선임비용(실손,운전자용,비탑승중포함)","자동차를 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인의 신체에 상해를 입힘으로써 다음 중 어느 하나에 해당되어 변호사선임비용을  부담하게 된 경우 사고 1회당 제기된 소송의 심급별로 실제로 부담한 변호사 선임에 따른 비용의 50%를 지급1. 구속영장에 의하여 구속된 경우2. 검사에 의하여 공소 제기(단, 약식기소는 제외)된 경우3. 검사에 의해 약식기소 되었으나 법원에 의해 보통의 심판절차인 공판절차에 의해 재판이 진행하게 된 경우 4. 검사에 의해 약식기소 되었으나 형사소송법 제453조에 의거하여 검사 또는 피보험자가 법원의 약식명령에 대하여 정식재판을 청구하는 경우5. 경찰 조사 후 불송치된 경우6. 검찰에 의해 약식기소 또는 불기소된 경우(단, 위 3. 및 4.에 해당하는 경우는 제외함) ※ 5. 및 6.에 해당하는 경우는 1)~4)중 어느 하나에 해당하는 경우에 한함. 1) 타인을 사망하게 한 경우2) “중대법규위반 교통사고”로 타인의 신체에 상해를 입힌 경우(단, 자동차 운전 중 발생한 자동차사고를 원인으로 한 경우에 한함.)3) “중대법규위반 교통사고”에 해당하지 않는 자동차사고로 타인의 신체에 상해를 입힘으로써 피해자에게 자동차사고 부상등급표에 정한 부상등급 1급, 2급 또는 3급에 해당하는 부상을 입힌 경우 4) “중대법규위반 교통사고”에 해당하지 않는 자동차사고로 타인의 신체에 상해를 입힘으로써 피해자에게 자동차사고 부상등급표에 정한 부상등급 1급, 2급 또는 3급 외에 해당하는 중상해를 입힌 경우(단, 자동차 운전 중 발생한 자동차사고를 원인으로 한 경우에 한하며 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해인 경우에 한함)※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 타인이 사망한 경우 이외에는 1. 내지 4.에 해당하는 경우에 한하여 보상",1사고당 제기된 소송의 심급별 변호사선임비용 50% 실손보상(심급별 500만원 한도),,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"심급별자동차사고변호사선임비용(실손,운전자용,비탑승중포함)","자동차를 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인의 신체에 상해를 입힘으로써 다음 중 어느 하나에 해당되어 변호사선임비용을  부담하게 된 경우 사고 1회당 제기된 소송의 심급별로 실제로 부담한 변호사 선임에 따른 비용의 50%를 지급1. 구속영장에 의하여 구속된 경우2. 검사에 의하여 공소 제기(단, 약식기소는 제외)된 경우3. 검사에 의해 약식기소 되었으나 법원에 의해 보통의 심판절차인 공판절차에 의해 재판이 진행하게 된 경우 4. 검사에 의해 약식기소 되었으나 형사소송법 제453조에 의거하여 검사 또는 피보험자가 법원의 약식명령에 대하여 정식재판을 청구하는 경우5. 경찰 조사 후 불송치된 경우6. 검찰에 의해 약식기소 또는 불기소된 경우(단, 위 3. 및 4.에 해당하는 경우는 제외함) ※ 5. 및 6.에 해당하는 경우는 1)~4)중 어느 하나에 해당하는 경우에 한함. 1) 타인을 사망하게 한 경우2) “중대법규위반 교통사고”로 타인의 신체에 상해를 입힌 경우(단, 자동차 운전 중 발생한 자동차사고를 원인으로 한 경우에 한함.)3) “중대법규위반 교통사고”에 해당하지 않는 자동차사고로 타인의 신체에 상해를 입힘으로써 피해자에게 자동차사고 부상등급표에 정한 부상등급 1급, 2급 또는 3급에 해당하는 부상을 입힌 경우 4) “중대법규위반 교통사고”에 해당하지 않는 자동차사고로 타인의 신체에 상해를 입힘으로써 피해자에게 자동차사고 부상등급표에 정한 부상등급 1급, 2급 또는 3급 외에 해당하는 중상해를 입힌 경우(단, 자동차 운전 중 발생한 자동차사고를 원인으로 한 경우에 한하며 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해인 경우에 한함)※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 타인이 사망한 경우 이외에는 1. 내지 4.에 해당하는 경우에 한하여 보상",1사고당 제기된 소송의 심급별 변호사선임비용 50% 실손보상(심급별 500만원 한도),,,,,,,,,,,,,,,,
,,,"자동차사고대물벌금(실손,운전자용)","자동차 운전 중 자동차사고로 도로교통법 제151조(벌칙)에 따른 벌금형이 확정된 경우(음주, 무면허상태에서 운전 중 발생한 사고 제외)",1사고당 500만원을 한도로 실손보상,,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"자동차사고대물벌금(실손,운전자용)","자동차 운전 중 자동차사고로 도로교통법 제151조(벌칙)에 따른 벌금형이 확정된 경우(음주, 무면허상태에서 운전 중 발생한 사고 제외)",1사고당 500만원을 한도로 실손보상,,,,,,,,,,,,,,,,
,,,"자동차사고대인벌금Ⅱ(스쿨존사고외2천만원한도,실손,운전자용,비탑승중포함)","자동차 운전 중 및 운전 후 비탑승중 상테에서 발생한 사고로 타인의 신체에 상해를 입힘으로써 신체상해와 관련하여 받은 벌금액(확정판결에 의해 정해진 벌금액)을 1사고당 2,000만원을 한도로 실손보상. 단, 어린이 보호구역에서 어린이 치사상의 가중처벌에 따른 벌금형이 확정된 경우 벌금액을 1사고당 3,000만원을 한도로 실손보상","1사고당 2,000만원을 한도로 실손보상, 단 스쿨존사고 1사고당 3,000만원 한도",,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"자동차사고대인벌금Ⅱ(스쿨존사고외2천만원한도,실손,운전자용,비탑승중포함)","자동차 운전 중 및 운전 후 비탑승중 상테에서 발생한 사고로 타인의 신체에 상해를 입힘으로써 신체상해와 관련하여 받은 벌금액(확정판결에 의해 정해진 벌금액)을 1사고당 2,000만원을 한도로 실손보상. 단, 어린이 보호구역에서 어린이 치사상의 가중처벌에 따른 벌금형이 확정된 경우 벌금액을 1사고당 3,000만원을 한도로 실손보상","1사고당 2,000만원을 한도로 실손보상, 단 스쿨존사고 1사고당 3,000만원 한도",,,,,,,,,,,,,,,,
,,,"두번째홀인원비용(실손,1회한)","약관에서 정한 골프장에서 골프경기 중 두 번째 홀인원을 행한 후 두 번째 홀인원을 행한 날부터 1개월 이내에 소요된 비용(약관에서 정한 비용에 한하며, 축하라운드 비용은 3개월 이내에 소요된 금액)보상","보험가입금액 한도 실손보상 (최초1회에 한하며, 깔때기홀은 제외)",,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"두번째홀인원비용(실손,1회한)","약관에서 정한 골프장에서 골프경기 중 두 번째 홀인원을 행한 후 두 번째 홀인원을 행한 날부터 1개월 이내에 소요된 비용(약관에서 정한 비용에 한하며, 축하라운드 비용은 3개월 이내에 소요된 금액)보상","보험가입금액 한도 실손보상 (최초1회에 한하며, 깔때기홀은 제외)",,,,,,,,,,,,,,,,
,,,"알바트로스비용(실손,1회한)","약관에서 정한 골프장에서 골프경기 중 알바트로스를 행한 경우 알바트로스를 행한 날부터 1개월 이내에 소요된 비용 (약관에서 정한 비용에 한하며, 축하라운드 비용은 3개월 이내에 소요된 금액) 보상",,,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"알바트로스비용(실손,1회한)","약관에서 정한 골프장에서 골프경기 중 알바트로스를 행한 경우 알바트로스를 행한 날부터 1개월 이내에 소요된 비용 (약관에서 정한 비용에 한하며, 축하라운드 비용은 3개월 이내에 소요된 금액) 보상",,,,,,,,,,,,,,,,,
,,,"홀인원비용(실손,1회한)","약관에서 정한 골프장에서 골프경기 중 홀인원을 행한 후 홀인원을 행한 날부터 1개월 이내에 소요된 비용(약관에서 정한 비용에 한하며, 축하라운드 비용은 3개월 이내에 소요된 금액) 보상",,,,,,,,,,,장기보장성 비교 공시 (9).xls,,,,"홀인원비용(실손,1회한)","약관에서 정한 골프장에서 골프경기 중 홀인원을 행한 후 홀인원을 행한 날부터 1개월 이내에 소요된 비용(약관에서 정한 비용에 한하며, 축하라운드 비용은 3개월 이내에 소요된 금액) 보상",,,,,,,,,,,,,,,,,
